declination,distance,name,rightascension,binaries,planets,stars
+45 16 28,,Kepler-1538,18 53 23,0.0,1.0,1.0
+44 16 07,,Kepler-1539,18 56 53,0.0,1.0,1.0
+48 15 25,626.10,Kepler-153,18 49 50,0.0,2.0,1.0
+41 12 06,,Kepler-1540,18 53 23,0.0,1.0,1.0
+48 01 46,,Kepler-1541,18 55 09,0.0,1.0,1.0
+42 39 16,,Kepler-1542,19 02 55,0.0,4.0,1.0
+47 02 13,,Kepler-1543,19 48 30,0.0,1.0,1.0
+49 12 45,,Kepler-1544,19 49 08,0.0,1.0,1.0
+47 27 47,,Kepler-1545,19 55 36,0.0,1.0,1.0
+41 32 28,,Kepler-1546,19 50 20,0.0,1.0,1.0
+42 13 20,,Kepler-1547,18 55 03,0.0,1.0,1.0
+46 04 50,,Kepler-1548,19 09 53,0.0,1.0,1.0
+39 05 46,,Kepler-1549,19 04 13,0.0,1.0,1.0
+49 53 47,882.88,Kepler-154,19 19 07,0.0,5.0,1.0
+38 17 41,,Kepler-1550,19 11 03,0.0,1.0,1.0
+39 54 29,,Kepler-1551,19 43 09,0.0,1.0,1.0
+38 52 30,,Kepler-1552,19 26 42,0.0,1.0,1.0
+39 01 20,,Kepler-1553,19 27 41,0.0,1.0,1.0
+41 44 29,,Kepler-1554,19 06 18,0.0,1.0,1.0
+45 42 58,,Kepler-1555,19 10 33,0.0,1.0,1.0
+40 12 48,,Kepler-1556,19 13 35,0.0,1.0,1.0
+46 50 20,,Kepler-1557,19 35 32,0.0,1.0,1.0
+46 54 42,,Kepler-1558,19 07 17,0.0,1.0,1.0
+42 04 21,,Kepler-1559,19 29 09,0.0,1.0,1.0
+51 04 54,302.28,Kepler-155,19 13 59,0.0,2.0,1.0
+43 12 58,,Kepler-1560,19 31 08,0.0,1.0,1.0
+43 33 59,,Kepler-1561,19 47 42,0.0,1.0,1.0
+46 44 37,,Kepler-1562,19 37 49,0.0,1.0,1.0
+51 28 22,,Kepler-1563,19 14 18,0.0,1.0,1.0
+46 38 34,,Kepler-1564,19 22 21,0.0,1.0,1.0
+40 48 25,,Kepler-1565,19 51 49,0.0,1.0,1.0
+40 34 30,,Kepler-1566,18 54 21,0.0,1.0,1.0
+40 17 31,,Kepler-1567,19 06 47,0.0,1.0,1.0
+47 52 24,,Kepler-1568,19 16 44,0.0,1.0,1.0
+37 13 16,,Kepler-1569,19 28 49,0.0,1.0,1.0
+37 44 58,482.88,Kepler-156,19 21 11,0.0,2.0,1.0
+45 49 38,,Kepler-1570,19 59 27,0.0,1.0,1.0
+45 35 48,,Kepler-1571,20 03 44,0.0,1.0,1.0
+46 43 21,,Kepler-1572,18 47 35,0.0,1.0,1.0
+49 29 06,,Kepler-1573,19 31 57,0.0,1.0,1.0
+49 38 16,,Kepler-1574,19 28 38,0.0,1.0,1.0
+45 45 42,,Kepler-1575,19 34 58,0.0,1.0,1.0
+40 21 58,,Kepler-1576,19 16 18,0.0,1.0,1.0
+47 34 23,,Kepler-1577,19 31 49,0.0,1.0,1.0
+47 46 32,,Kepler-1578,19 13 12,0.0,1.0,1.0
+43 30 54,,Kepler-1579,19 33 09,0.0,1.0,1.0
+38 52 32,742.16,Kepler-157,19 24 23,0.0,3.0,1.0
+41 21 49,,Kepler-1580,19 03 52,0.0,1.0,1.0
+39 36 13,,Kepler-1581,19 09 29,0.0,1.0,1.0
+41 09 31,,Kepler-1582,19 17 30,0.0,1.0,1.0
+47 00 59.86,,Kepler-1583,19 05 32.864,0.0,1.0,1.0
+43 16 28,,Kepler-1584,19 11 03,0.0,1.0,1.0
+44 33 47,,Kepler-1585,19 44 38,0.0,1.0,1.0
+44 55 33,,Kepler-1586,19 52 49,0.0,1.0,1.0
+49 39 50,,Kepler-1587,19 30 43,0.0,1.0,1.0
+48 00 08,,Kepler-1588,19 12 56,0.0,1.0,1.0
+40 34 18,,Kepler-1589,19 37 46,0.0,1.0,1.0
+39 46 52,345.84,Kepler-158,18 56 07,0.0,2.0,1.0
+48 01 04,,Kepler-1590,19 25 38,0.0,1.0,1.0
+44 36 31,,Kepler-1591,19 46 04,0.0,1.0,1.0
+38 23 52,,Kepler-1592,19 35 24,0.0,1.0,1.0
+44 27 38,,Kepler-1593,20 01 57,0.0,1.0,1.0
+47 57 43,,Kepler-1594,19 34 30,0.0,1.0,1.0
+43 00 34,,Kepler-1595,19 02 53,0.0,1.0,1.0
+49 19 48,,Kepler-1596,19 02 14,0.0,1.0,1.0
+42 28 52,,Kepler-1597,19 12 39,0.0,1.0,1.0
+46 47 01,,Kepler-1598,19 13 53,0.0,1.0,1.0
+41 09 05,,Kepler-1599,19 04 53,0.0,1.0,1.0
+40 52 07,457.70,Kepler-159,19 48 16,0.0,2.0,1.0
+49 08 24.43,755.4,Kepler-15,19 44 48.14,0.0,1.0,1.0
+38 47 16,,Kepler-1600,19 25 36,0.0,1.0,1.0
+38 04 47,,Kepler-1601,19 02 03,0.0,1.0,1.0
+40 25 39,,Kepler-1602,19 34 19,0.0,1.0,1.0
+42 32 06,,Kepler-1603,19 41 19,0.0,1.0,1.0
+44 24 44,,Kepler-1604,19 01 39,0.0,1.0,1.0
+47 29 19,,Kepler-1605,19 08 32,0.0,1.0,1.0
+43 04 24,,Kepler-1606,19 05 31,0.0,1.0,1.0
+42 39 22,,Kepler-1607,19 44 14,0.0,1.0,1.0
+39 25 03,,Kepler-1608,19 42 15,0.0,1.0,1.0
+39 39 57,,Kepler-1609,19 20 35,0.0,1.0,1.0
+42 52 09,962.92,Kepler-160,19 11 06,0.0,3.0,1.0
+45 24 20,,Kepler-1610,19 43 37,0.0,1.0,1.0
+49 43 40,,Kepler-1611,19 46 03,0.0,1.0,1.0
+45 39 18,,Kepler-1612,19 25 00,0.0,1.0,1.0
+43 25 15,,Kepler-1613,19 19 30,0.0,1.0,1.0
+49 46 33,,Kepler-1614,18 59 29,0.0,1.0,1.0
+42 13 39,,Kepler-1615,19 05 26,0.0,1.0,1.0
+45 18 18,,Kepler-1616,19 06 10,0.0,1.0,1.0
+46 25 07,,Kepler-1617,19 11 45,0.0,1.0,1.0
+45 55 51,,Kepler-1618,19 40 42,0.0,1.0,1.0
+44 25 19,,Kepler-1619,19 02 49,0.0,1.0,1.0
+43 05 01,484.58,Kepler-161,19 22 03,0.0,2.0,1.0
+46 55 42,,Kepler-1620,19 49 05,0.0,1.0,1.0
+43 50 28,,Kepler-1621,19 50 21,0.0,1.0,1.0
+47 48 56,,Kepler-1622,19 49 19,0.0,1.0,1.0
+39 33 22,,Kepler-1623,19 36 20,0.0,1.0,1.0
+37 22 35,,Kepler-1624,19 30 19,0.0,1.0,1.0
+39 53 12,,Kepler-1625,19 41 43,0.0,1.0,1.0
+40 43 16,,Kepler-1626,19 46 00,0.0,1.0,1.0
+41 34 36,,Kepler-1627,18 56 14,0.0,1.0,1.0
+43 24 42,,Kepler-1628,18 46 32,0.0,1.0,1.0
+43 46 27,,Kepler-1629,18 40 50,0.0,1.0,1.0
+43 43 26,773.85,Kepler-162,19 49 06,0.0,2.0,1.0
+43 42 39,,Kepler-1630,19 50 02,0.0,1.0,1.0
+43 48 28,,Kepler-1631,19 38 32,0.0,1.0,1.0
+43 54 49,,Kepler-1632,19 37 59,0.0,1.0,1.0
+44 55 24,,Kepler-1633,19 14 04,0.0,1.0,1.0
+45 08 23,,Kepler-1634,19 36 10,0.0,1.0,1.0
+45 33 22,,Kepler-1635,19 01 24,0.0,1.0,1.0
+46 26 28,,Kepler-1636,19 36 14,0.0,1.0,1.0
+48 09 15,,Kepler-1637,18 48 57,0.0,1.0,1.0
+48 31 28,,Kepler-1638,19 41 56,0.0,1.0,1.0
+48 48 08,,Kepler-1639,18 52 16,0.0,1.0,1.0
+46 59 14,788.98,Kepler-163,19 40 00,0.0,2.0,1.0
+40 51 02,,Kepler-1640,19 38 14,0.0,1.0,1.0
+41 34 28,,Kepler-1641,19 45 26,0.0,2.0,1.0
+43 38 37,,Kepler-1642,19 48 51,0.0,2.0,1.0
+44 45 04,,Kepler-1643,20 01 43,0.0,1.0,1.0
+48 02 06,,Kepler-1644,19 01 54,0.0,1.0,1.0
+48 25 07,,Kepler-1645,19 49 55,0.0,1.0,1.0
+42 54 46,,Kepler-1646,19 10 06,0.0,1.0,1.0
+41 49 50,92.43,Kepler-1649,19 30 01,0.0,2.0,1.0
+47 37 47,965.43,Kepler-164,19 11 07,0.0,3.0,1.0
+38 56 51,806.07,Kepler-1658,19 37 26,0.0,1.0,1.0
+47 48 35,644.43,Kepler-165,18 42 45,0.0,2.0,1.0
+41 58 02,415.52,Kepler-1661,19 00 40,0.0,1.0,1.0
+48 52 52,639.62,Kepler-166,19 32 38,0.0,3.0,1.0
+38 20 43.42,330,Kepler-167,19 30 38.024,0.0,4.0,1.0
+39 49 30,1230.24,Kepler-168,19 38 50,0.0,2.0,1.0
+40 55 09,443.80,Kepler-169,19 03 59,0.0,5.0,1.0
+51 45 27,60,Kepler-16,19 16 18,1.0,1.0,2.0
+41 37 46,849.82,Kepler-170,18 58 05,0.0,2.0,1.0
+41 45 19,854.42,Kepler-171,19 47 05,0.0,3.0,1.0
+41 49 18,901.77,Kepler-172,18 53 28,0.0,4.0,1.0
+41 53 02,809.64,Kepler-173,19 38 35,0.0,2.0,1.0
+43 49 55,360.14,Kepler-174,19 09 45,0.0,3.0,1.0
+43 52 34,1219.23,Kepler-175,19 18 12,0.0,2.0,1.0
+43 51 11,669.36,Kepler-176,19 38 40,0.0,4.0,1.0
+46 53 47,963.58,Kepler-178,19 08 24,0.0,3.0,1.0
+47 45 43,602.79,Kepler-179,19 54 39,0.0,2.0,1.0
+47 48 54,800,Kepler-17,19 53 35,0.0,1.0,1.0
+49 46 28,873.85,Kepler-180,19 42 17,0.0,2.0,1.0
+50 05 44,628.45,Kepler-181,19 44 36,0.0,2.0,1.0
+50 35 10,1440.75,Kepler-182,19 19 19,0.0,2.0,1.0
+39 18 57,1092.31,Kepler-183,19 34 07,0.0,2.0,1.0
+43 04 28,727.97,Kepler-184,19 27 48,0.0,3.0,1.0
+43 53 23,575.07,Kepler-185,18 49 52,0.0,2.0,1.0
+43 57 18,151,Kepler-186,19 54 36,0.0,5.0,1.0
+44 05 21,1106.61,Kepler-187,19 59 11,0.0,2.0,1.0
+44 18 55,1201.90,Kepler-188,18 45 07,0.0,2.0,1.0
+44 18 17,650.34,Kepler-189,19 10 15,0.0,2.0,1.0
+44 44 46.94,438.5,Kepler-18,19 52 19.067,0.0,3.0,1.0
+44 44 01,470.30,Kepler-190,19 14 20,0.0,2.0,1.0
+45 19 23,680.33,Kepler-191,19 24 44,0.0,3.0,1.0
+45 35 34,683.40,Kepler-192,19 11 40,0.0,3.0,1.0
+46 34 38,1301.67,Kepler-193,19 45 59,0.0,2.0,1.0
+47 51 51,1233.85,Kepler-194,19 27 53,0.0,3.0,1.0
+47 58 00,681.77,Kepler-195,19 12 29,0.0,2.0,1.0
+42 04 45,470.92,Kepler-196,18 59 52,0.0,2.0,1.0
+50 33 32.35,313.87,Kepler-197,19 40 54.335,0.0,4.0,1.0
+38 41 27,516.78,Kepler-198,19 22 41,0.0,3.0,1.0
+40 14 10,544.56,Kepler-199,19 42 14,0.0,2.0,1.0
+37 51 06,219.9,Kepler-19,19 21 41,0.0,2.0,1.0
+41 14 14,643.59,Kepler-200,18 57 38,0.0,2.0,1.0
+41 16 22,608.78,Kepler-201,19 34 30,0.0,2.0,1.0
+41 19 19,291.90,Kepler-202,18 51 53,0.0,2.0,1.0
+41 23 16,800.07,Kepler-203,19 48 21,0.0,3.0,1.0
+41 45 42,854.31,Kepler-204,19 01 23,0.0,2.0,1.0
+41 51 40,172.98,Kepler-205,19 01 08,0.0,2.0,1.0
+41 50 01,661.32,Kepler-206,19 26 32,0.0,3.0,1.0
+42 09 57,813.46,Kepler-207,19 20 07,0.0,3.0,1.0
+42 31 40,925.47,Kepler-208,19 35 33,0.0,4.0,1.0
+42 38 26,604.83,Kepler-209,19 24 40,0.0,2.0,1.0
+42 20 19,290,Kepler-20,19 10 47,0.0,5.0,1.0
+43 04 59,265.15,Kepler-210,19 30 00,0.0,2.0,1.0
+43 10 06,327.93,Kepler-211,19 01 45,0.0,2.0,1.0
+43 08 29,726.97,Kepler-212,19 10 28,0.0,2.0,1.0
+44 38 49,702.35,Kepler-213,19 23 17,0.0,2.0,1.0
+44 57 21,1070.66,Kepler-214,18 59 01,0.0,2.0,1.0
+45 12 49,593.87,Kepler-215,19 39 53,0.0,4.0,1.0
+46 07 44,994.93,Kepler-216,19 34 54,0.0,2.0,1.0
+46 16 39,1054.36,Kepler-217,19 32 09,0.0,3.0,1.0
+46 15 59,675.18,Kepler-218,19 41 39,0.0,3.0,1.0
+46 45 45,953.85,Kepler-219,19 14 57,0.0,3.0,1.0
+38 42 50.4593,112.9,Kepler-21,19 09 26.83535,1.0,1.0,2.0
+46 53 44,208.38,Kepler-220,19 26 01,0.0,4.0,1.0
+46 50 06,428.30,Kepler-221,19 46 37,0.0,4.0,1.0
+46 56 15,891.55,Kepler-222,19 11 37,0.0,3.0,1.0
+47 16 46,1366.95,Kepler-223,19 53 16,0.0,4.0,1.0
+47 21 27,773.13,Kepler-224,19 23 44,0.0,4.0,1.0
+47 27 25,342.18,Kepler-225,19 28 46,0.0,2.0,1.0
+47 52 51,1017.85,Kepler-226,19 29 30,0.0,3.0,1.0
+48 08 29,1481.07,Kepler-227,19 27 44,0.0,2.0,1.0
+48 13 28,1736.95,Kepler-228,19 45 08,0.0,3.0,1.0
+48 22 32,949.11,Kepler-229,19 07 59,0.0,3.0,1.0
+47 53 04,180,Kepler-22,19 16 52,0.0,1.0,1.0
+48 30 21,894.50,Kepler-230,19 02 52,0.0,2.0,1.0
+50 31 54,280.31,Kepler-231,19 35 53,0.0,2.0,1.0
+51 07 18,1323.08,Kepler-232,19 43 15,0.0,2.0,1.0
+51 19 10,859.50,Kepler-233,19 45 27,0.0,2.0,1.0
+38 29 40,1867.58,Kepler-234,19 26 36,0.0,2.0,1.0
+39 16 41,525.48,Kepler-235,19 04 18,0.0,4.0,1.0
+39 53 53,293.01,Kepler-236,18 55 27,0.0,2.0,1.0
+40 25 18,660.75,Kepler-237,18 52 53,0.0,2.0,1.0
+40 38 16,1659.85,Kepler-238,19 11 35,0.0,5.0,1.0
+40 39 48,684.60,Kepler-239,19 36 48,0.0,2.0,1.0
+49 28 45,864.68,Kepler-23,19 36 52,0.0,3.0,1.0
+40 45 00,840.27,Kepler-240,19 24 38,0.0,2.0,1.0
+41 03 39,595.71,Kepler-241,19 31 39,0.0,2.0,1.0
+41 48 30,859.95,Kepler-242,19 06 15,0.0,2.0,1.0
+42 02 02,808.40,Kepler-243,19 00 26,0.0,2.0,1.0
+42 18 04,1104.52,Kepler-244,19 08 58,0.0,3.0,1.0
+42 26 10,919.92,Kepler-245,19 26 33,0.0,4.0,1.0
+42 39 48,768.87,Kepler-246,19 45 56,0.0,2.0,1.0
+43 02 21,695.58,Kepler-247,19 14 34,0.0,3.0,1.0
+43 34 52,851.10,Kepler-248,19 32 14,0.0,2.0,1.0
+43 39 30,230.75,Kepler-249,19 47 56,0.0,3.0,1.0
+38 20 37,1462.04,Kepler-24,19 21 39,0.0,4.0,1.0
+44 08 31,894.42,Kepler-250,19 18 22,0.0,3.0,1.0
+44 06 21,1016.85,Kepler-251,19 46 15,0.0,4.0,1.0
+44 32 45,337.11,Kepler-252,19 42 19,0.0,2.0,1.0
+44 51 29,919.62,Kepler-253,19 27 22,0.0,3.0,1.0
+45 48 59,1607.46,Kepler-254,19 12 39,0.0,3.0,1.0
+45 58 36,1287.37,Kepler-255,19 44 15,0.0,3.0,1.0
+46 05 50,1394.65,Kepler-256,19 30 19,0.0,4.0,1.0
+46 01 23,1167.03,Kepler-257,19 49 15,0.0,3.0,1.0
+46 34 45,836.13,Kepler-258,19 36 16,0.0,2.0,1.0
+46 36 54,1182.50,Kepler-259,19 12 50,0.0,2.0,1.0
+38 20 37,191,Kepler-25,19 06 33,0.0,3.0,1.0
+38 00 50,539.35,Kepler-260,19 27 42,0.0,2.0,1.0
+37 36 33,359.31,Kepler-261,19 25 27,0.0,2.0,1.0
+37 15 09,717.13,Kepler-262,19 22 54,0.0,2.0,1.0
+37 34 04,879.65,Kepler-263,19 29 52,0.0,2.0,1.0
+37 22 34,804.00,Kepler-264,19 28 10,0.0,2.0,1.0
+41 14 41,1511.13,Kepler-265,19 22 02,0.0,4.0,1.0
+44 10 00,1577.36,Kepler-266,19 37 56,0.0,2.0,1.0
+47 09 26,415.67,Kepler-267,19 59 19,0.0,3.0,1.0
+38 03 18,875.31,Kepler-268,19 27 54,0.0,2.0,1.0
+41 46 33,1605.94,Kepler-269,19 20 51,0.0,2.0,1.0
+46 33 59,482.39,Kepler-26,18 59 45,0.0,4.0,1.0
+44 25 20,1098.10,Kepler-270,18 48 48,0.0,2.0,1.0
+44 17 03,434.75,Kepler-271,18 52 00,0.0,3.0,1.0
+47 35 37,758.79,Kepler-272,19 56 30,0.0,3.0,1.0
+47 41 51,858.23,Kepler-273,19 25 12,0.0,2.0,1.0
+38 28 38,1253.43,Kepler-274,19 31 41,0.0,2.0,1.0
+38 30 53,2055.57,Kepler-275,19 29 55,0.0,3.0,1.0
+39 02 10,1559.37,Kepler-276,19 34 16,0.0,3.0,1.0
+39 04 37,951.43,Kepler-277,19 06 19,0.0,2.0,1.0
+38 42 08,511.95,Kepler-278,19 20 25,0.0,2.0,1.0
+42 11 41,1287.10,Kepler-279,19 09 33,0.0,3.0,1.0
+41 05 09,991.22,Kepler-27,19 28 56,0.0,2.0,1.0
+42 10 50,771.80,Kepler-280,19 25 33,0.0,2.0,1.0
+44 46 14,1419.23,Kepler-281,19 36 25,0.0,2.0,1.0
+44 47 51,1052.20,Kepler-282,18 58 42,0.0,4.0,1.0
+47 50 20,534.37,Kepler-283,19 34 27,0.0,2.0,1.0
+47 43 46,1266.39,Kepler-284,19 32 35,0.0,2.0,1.0
+48 03 56,864.99,Kepler-285,19 25 33,0.0,2.0,1.0
+48 17 39,1188.84,Kepler-286,19 22 42,0.0,4.0,1.0
+48 26 36,1058.96,Kepler-287,19 23 42,0.0,2.0,1.0
+39 35 40,1382.99,Kepler-288,19 15 39,0.0,3.0,1.0
+42 52 58,700,Kepler-289,19 49 51,0.0,3.0,1.0
+42 25 45,772.8,Kepler-28,19 28 32,0.0,2.0,1.0
+42 40 53,874.46,Kepler-290,19 05 38,0.0,2.0,1.0
+42 26 14,1884.3,Kepler-291,19 11 39,0.0,2.0,1.0
+42 25 27,1216.22,Kepler-292,19 43 03,0.0,5.0,1.0
+42 24 23,1289.47,Kepler-293,19 05 25,0.0,2.0,1.0
+46 03 33,1698.68,Kepler-294,19 09 34,0.0,2.0,1.0
+45 22 04,737.84,Kepler-295,19 01 23,0.0,3.0,1.0
+49 26 14.37,558.5,Kepler-296,19 06 09.602,1.0,5.0,2.0
+48 46 39,684.83,Kepler-297,18 52 50,0.0,2.0,1.0
+48 49 31,474.25,Kepler-298,18 52 09,0.0,3.0,1.0
+48 34 49,1107.98,Kepler-299,18 52 49,0.0,4.0,1.0
+47 29 28,851.90,Kepler-29,19 53 24,0.0,2.0,1.0
+48 35 58,753.63,Kepler-300,19 41 09,0.0,2.0,1.0
+49 13 58,734.49,Kepler-301,18 55 55,0.0,3.0,1.0
+43 37 45,1712.49,Kepler-302,19 37 16,0.0,2.0,1.0
+43 39 25,192.34,Kepler-303,18 52 32,0.0,2.0,1.0
+40 33 27,482.29,Kepler-304,19 37 46,0.0,4.0,1.0
+40 20 35,1013.46,Kepler-305,19 56 53,0.0,3.0,1.0
+40 36 58,772.83,Kepler-306,19 14 09,0.0,4.0,1.0
+40 25 03,705.48,Kepler-307,19 51 10,0.0,3.0,1.0
+40 26 22,1602.52,Kepler-308,19 43 08,0.0,2.0,1.0
+46 57 40,581.27,Kepler-309,19 50 02,0.0,2.0,1.0
+46 59 12,713.11,Kepler-310,19 15 21,0.0,3.0,1.0
+47 05 07,803.71,Kepler-311,18 48 14,0.0,2.0,1.0
+42 27 35,720.22,Kepler-312,19 53 34,0.0,2.0,1.0
+48 46 31,1159.02,Kepler-313,19 53 10,0.0,2.0,1.0
+42 04 32,301.17,Kepler-314,19 38 41,0.0,2.0,1.0
+43 21 48,1363.58,Kepler-315,19 52 05,0.0,2.0,1.0
+44 11 02,344.01,Kepler-316,19 23 18,0.0,2.0,1.0
+39 01 55,1142.05,Kepler-317,19 39 46,0.0,2.0,1.0
+46 47 37,605.00,Kepler-318,19 53 55,0.0,2.0,1.0
+39 46 14,542.69,Kepler-319,19 15 14,0.0,3.0,1.0
+45 51 11,1790.60,Kepler-31,19 36 05,0.0,3.0,1.0
+46 10 30,767.15,Kepler-320,19 32 51,0.0,2.0,1.0
+44 08 45,461.82,Kepler-321,19 37 48,0.0,2.0,1.0
+44 17 42,443.29,Kepler-322,18 45 23,0.0,2.0,1.0
+38 07 38,499.35,Kepler-323,19 25 31,0.0,2.0,1.0
+49 38 56,510.66,Kepler-324,19 05 53,0.0,2.0,1.0
+49 49 32,1125.08,Kepler-325,19 19 20,0.0,3.0,1.0
+46 00 08,386.07,Kepler-326,19 37 18,0.0,3.0,1.0
+44 05 15,241.74,Kepler-327,19 30 34,0.0,3.0,1.0
+45 13 38,390.80,Kepler-329,19 57 04,0.0,2.0,1.0
+46 34 27,399,Kepler-32,19 51 22,0.0,5.0,1.0
+44 48 06,719.80,Kepler-330,19 13 47,0.0,2.0,1.0
+39 18 26,466.86,Kepler-331,19 27 20,0.0,3.0,1.0
+47 24 49,379.55,Kepler-332,19 06 39,0.0,3.0,1.0
+40 54 48,288.94,Kepler-333,19 29 08,0.0,2.0,1.0
+47 06 54,439.80,Kepler-334,19 08 33,0.0,3.0,1.0
+45 25 43,1361.65,Kepler-335,19 44 15,0.0,2.0,1.0
+41 19 52,794.61,Kepler-336,19 20 57,0.0,3.0,1.0
+47 09 50,674.39,Kepler-337,19 20 14,0.0,2.0,1.0
+40 47 03,545.29,Kepler-338,18 51 54,0.0,4.0,1.0
+48 26 40,691.82,Kepler-339,19 33 24,0.0,3.0,1.0
+46 00 18,917.8,Kepler-33,19 16 18,0.0,5.0,1.0
+40 18 02,806.00,Kepler-340,19 43 44,0.0,2.0,1.0
+43 28 21,1039.88,Kepler-341,19 19 26,0.0,4.0,1.0
+46 43 36,807.28,Kepler-342,19 30 42,0.0,4.0,1.0
+42 25 58,1091.93,Kepler-343,19 27 50,0.0,2.0,1.0
+46 19 27,1307.52,Kepler-344,19 29 59,0.0,2.0,1.0
+45 58 15,272.73,Kepler-345,19 40 54,0.0,2.0,1.0
+46 07 03,1384.64,Kepler-346,19 12 02,0.0,2.0,1.0
+49 18 20,1004.99,Kepler-347,19 16 47,0.0,2.0,1.0
+40 32 54,568.09,Kepler-348,19 49 01,0.0,2.0,1.0
+44 36 56,987.72,Kepler-349,19 34 42,0.0,2.0,1.0
+44 38 30,1500,Kepler-34,19 45 45,1.0,1.0,2.0
+39 42 21,1130.55,Kepler-350,19 01 40,0.0,3.0,1.0
+42 39 28,1448.51,Kepler-351,19 05 48,0.0,3.0,1.0
+46 03 07,279.58,Kepler-352,19 59 35,0.0,2.0,1.0
+41 45 29,370.06,Kepler-353,19 47 25,0.0,2.0,1.0
+41 20 08,633.05,Kepler-354,19 03 00,0.0,3.0,1.0
+42 48 42,1432.65,Kepler-355,19 03 11,0.0,2.0,1.0
+37 40 58,672.47,Kepler-356,19 29 41,0.0,2.0,1.0
+44 00 31,926.37,Kepler-357,19 24 58,0.0,3.0,1.0
+48 16 52,1336.21,Kepler-358,19 32 55,0.0,2.0,1.0
+42 11 46,2152.57,Kepler-359,19 33 10,0.0,3.0,1.0
+46 41 23,1645,Kepler-35,19 37 59,1.0,1.0,2.0
+44 46 53,1230.47,Kepler-360,19 05 08,0.0,2.0,1.0
+46 44 28,894.44,Kepler-361,19 47 12,0.0,2.0,1.0
+47 31 47,648.69,Kepler-362,19 27 05,0.0,2.0,1.0
+41 18 19,734.62,Kepler-363,18 52 46,0.0,3.0,1.0
+47 23 55,872.59,Kepler-364,18 46 16,0.0,2.0,1.0
+49 07 49,1089.04,Kepler-365,19 42 30,0.0,2.0,1.0
+49 05 03,1268.38,Kepler-366,19 47 24,0.0,2.0,1.0
+49 58 53,196.01,Kepler-367,19 49 10,0.0,2.0,1.0
+45 23 16,765.99,Kepler-368,19 27 31,0.0,2.0,1.0
+47 54 30,279.57,Kepler-369,19 34 41,0.0,2.0,1.0
+49 13 54,436.937,Kepler-36,19 25 00,0.0,2.0,1.0
+40 54 58,1139.98,Kepler-370,19 28 41,0.0,2.0,1.0
+38 39 27,637.54,Kepler-371,19 29 18,0.0,2.0,1.0
+49 15 32,1539.69,Kepler-372,19 25 01,0.0,3.0,1.0
+50 35 49,763.85,Kepler-373,19 17 33,0.0,2.0,1.0
+42 22 13,950.89,Kepler-374,19 36 33,0.0,3.0,1.0
+48 05 54,1323.46,Kepler-375,19 14 28,0.0,2.0,1.0
+38 24 37,785.94,Kepler-376,19 26 25,0.0,2.0,1.0
+38 44 08,865.20,Kepler-377,19 41 41,0.0,2.0,1.0
+46 26 19,154.57,Kepler-378,19 39 47,0.0,2.0,1.0
+38 56 44,758.70,Kepler-379,19 42 48,0.0,2.0,1.0
+44 31 05,66,Kepler-37,18 56 14,0.0,4.0,1.0
+48 45 32,811.74,Kepler-380,18 49 34,0.0,2.0,1.0
+43 49 51,243.23,Kepler-381,19 00 43,0.0,2.0,1.0
+45 52 11,841.11,Kepler-382,19 56 32,0.0,2.0,1.0
+38 21 47,519.82,Kepler-383,19 25 22,0.0,2.0,1.0
+44 46 58,482.52,Kepler-384,19 04 06,0.0,2.0,1.0
+50 20 11,1677.42,Kepler-385,19 37 21,0.0,2.0,1.0
+48 41 37,927.61,Kepler-386,19 19 26,0.0,2.0,1.0
+45 39 24,738.47,Kepler-387,19 11 11,0.0,2.0,1.0
+44 36 31,399.01,Kepler-388,18 59 18,0.0,2.0,1.0
+44 54 00,1101.76,Kepler-389,19 27 50,0.0,2.0,1.0
+42 16 45,1215.8,Kepler-38,19 07 19,1.0,1.0,2.0
+41 12 30,429.55,Kepler-390,19 26 30,0.0,2.0,1.0
+51 03 26,1174.48,Kepler-391,19 22 29,0.0,2.0,1.0
+43 22 05,659.81,Kepler-392,19 14 38,0.0,2.0,1.0
+45 11 31,788.49,Kepler-393,19 23 58,0.0,2.0,1.0
+50 40 20,1422.08,Kepler-394,19 45 12,0.0,2.0,1.0
+45 08 11,537.21,Kepler-395,19 34 02,0.0,2.0,1.0
+42 22 49,1153.82,Kepler-397,19 43 34,0.0,2.0,1.0
+40 20 37,187.15,Kepler-398,19 25 52,0.0,3.0,1.0
+40 40 14,543.74,Kepler-399,19 58 00,0.0,3.0,1.0
+40 28 48,716.62,Kepler-400,19 23 46,0.0,2.0,1.0
+50 51 48,774.02,Kepler-401,19 20 19,0.0,3.0,1.0
+43 21 16,712.90,Kepler-402,19 13 28,0.0,4.0,1.0
+46 44 40,605.63,Kepler-403,19 19 41,0.0,3.0,1.0
+45 20 36,1059.76,Kepler-404,19 05 35,0.0,2.0,1.0
+38 20 24,1513.02,Kepler-405,19 25 38,0.0,2.0,1.0
+44 58 05,353.6,Kepler-406,19 27 24,0.0,2.0,1.0
+49 36 52,326.4,Kepler-407,19 04 09,0.0,2.0,1.0
+46 51 09,69.2,Kepler-409,19 34 43,0.0,1.0,1.0
+45 08 23,132,Kepler-410,18 52 36,1.0,1.0,2.0
+49 31 24,153.59,Kepler-411,19 10 25,0.0,4.0,1.0
+43 40 51,1056,Kepler-412,19 04 26,0.0,1.0,1.0
+51 09 45,,Kepler-413,19 14 03,1.0,1.0,2.0
