alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,2.0,73096831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73096831&format=geojson,0.007582,1.0,50.0,",nc73096831,us1000hbqe,",2.76,md,,nc,49.0,"6km NNW of Pinnacles, CA",0.1,117,",nc,us,",automatic,1539449830890,"M 2.8 - 6km NNW of Pinnacles, CA",0,earthquake,",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539475854780,https://earthquake.usgs.gov/earthquakes/eventpage/nc73096831
,,70649847,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70649847&format=geojson,0.04521,,95.0,",hv70649847,",2.24,ml,,hv,30.0,"22km E of Honaunau-Napoopoo, Hawaii",0.19,77,",hv,",automatic,1539448516170,"M 2.2 - 22km E of Honaunau-Napoopoo, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539448858120,https://earthquake.usgs.gov/earthquakes/eventpage/hv70649847
,,1000hbqa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000hbqa&format=geojson,1.415,,72.0,",us1000hbqa,",4.6,mb,,us,,"160km NNW of Nago, Japan",1.0,326,",us,",reviewed,1539448501800,"M 4.6 - 160km NNW of Nago, Japan",0,earthquake,",geoserve,origin,phase-data,",480.0,1539449501040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000hbqa
,,37388906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37388906&format=geojson,0.06902,,62.0,",ci37388906,",1.14,ml,,ci,25.0,"1km SE of Placentia, CA",0.17,20,",ci,",automatic,1539446932070,"M 1.1 - 1km SE of Placentia, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539447148137,https://earthquake.usgs.gov/earthquakes/eventpage/ci37388906
,,37388898,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37388898&format=geojson,0.07167,,35.0,",ci37388898,",1.45,ml,,ci,50.0,"6km NNE of Banning, CA",0.19,32,",ci,",automatic,1539446803660,"M 1.5 - 6km NNE of Banning, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,",-480.0,1539447488980,https://earthquake.usgs.gov/earthquakes/eventpage/ci37388898
,,73096811,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73096811&format=geojson,0.03099,,173.0,",nc73096811,",0.35,md,,nc,9.0,"18km NW of Parkfield, CA",0.05,2,",nc,",automatic,1539446197020,"M 0.4 - 18km NW of Parkfield, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539452044397,https://earthquake.usgs.gov/earthquakes/eventpage/nc73096811
,,00660903,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660903&format=geojson,0.131,,185.18,",nn00660903,",0.7,ml,,nn,6.0,"36km ENE of Big Pine, California",0.1767,8,",nn,",reviewed,1539445657953,"M 0.7 - 36km ENE of Big Pine, California",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539482720187,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660903
,,00660856,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660856&format=geojson,0.199,,136.46,",nn00660856,",0.7,ml,,nn,40.0,"58km NNE of Pahrump, Nevada",0.2433,8,",nn,",reviewed,1539445449797,"M 0.7 - 58km NNE of Pahrump, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539482681464,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660856
,,2018286006,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018286006&format=geojson,0.6192,,295.0,",pr2018286006,",2.43,md,,pr,9.0,"70km N of Tierras Nuevas Poniente, Puerto Rico",0.38,91,",pr,",reviewed,1539445438030,"M 2.4 - 70km N of Tierras Nuevas Poniente, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240.0,1539462489853,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018286006
,,20280349,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280349&format=geojson,,,,",ak20280349,",1.7,ml,,ak,,"74km NW of Larsen Bay, Alaska",0.63,44,",ak,",automatic,1539444927723,"M 1.7 - 74km NW of Larsen Bay, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539445180938,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280349
,,73096796,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73096796&format=geojson,0.01618,,130.0,",nc73096796,",1.12,md,,nc,6.0,"6km WNW of The Geysers, CA",0.01,19,",nc,",automatic,1539444768320,"M 1.1 - 6km WNW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539450483238,https://earthquake.usgs.gov/earthquakes/eventpage/nc73096796
,,20280347,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280347&format=geojson,,,,",ak20280347,",1.5,ml,,ak,,"77km NNW of New Allakaket, Alaska",0.77,35,",ak,",automatic,1539444762403,"M 1.5 - 77km NNW of New Allakaket, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539445069866,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280347
,,37388890,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37388890&format=geojson,0.01128,,47.0,",ci37388890,",0.62,ml,,ci,21.0,"11km NE of Aguanga, CA",0.21,6,",ci,",automatic,1539444416080,"M 0.6 - 11km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539444639166,https://earthquake.usgs.gov/earthquakes/eventpage/ci37388890
,,00660851,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660851&format=geojson,0.199,,265.57,",nn00660851,",0.5,ml,,nn,28.0,"59km NNE of Pahrump, Nevada",0.2396,4,",nn,",reviewed,1539444377073,"M 0.5 - 59km NNE of Pahrump, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539482678757,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660851
,,00660881,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660881&format=geojson,0.025,,166.08,",nn00660881,",0.1,ml,,nn,6.0,"13km S of Reno, Nevada",0.133,0,",nn,",reviewed,1539443271217,"M 0.1 - 13km S of Reno, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539482697210,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660881
,,70649732,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70649732&format=geojson,0.02787,,124.0,",hv70649732,",2.01,ml,,hv,25.0,"21km ENE of Honaunau-Napoopoo, Hawaii",0.29,62,",hv,",automatic,1539443097270,"M 2.0 - 21km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539443441450,https://earthquake.usgs.gov/earthquakes/eventpage/hv70649732
,,20280344,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280344&format=geojson,,,,",ak20280344,",1.4,ml,,ak,,"93km ENE of Kobuk, Alaska",0.38,30,",ak,",automatic,1539442812757,"M 1.4 - 93km ENE of Kobuk, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539444516169,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280344
,,20280343,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280343&format=geojson,,,,",ak20280343,",1.7,ml,,ak,,"123km NNW of Arctic Village, Alaska",0.97,44,",ak,",automatic,1539442808570,"M 1.7 - 123km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539444515901,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280343
,,73096781,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73096781&format=geojson,0.008442,,88.0,",nc73096781,",0.83,md,,nc,13.0,"5km NNW of The Geysers, CA",0.03,11,",nc,",automatic,1539442092640,"M 0.8 - 5km NNW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539447182943,https://earthquake.usgs.gov/earthquakes/eventpage/nc73096781
,,00660880,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660880&format=geojson,0.073,,125.08,",nn00660880,",1.1,ml,,nn,7.0,"14km NE of East Quincy, California",0.1463,19,",nn,",reviewed,1539442019022,"M 1.1 - 14km NE of East Quincy, California",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539482695547,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660880
,,20280338,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280338&format=geojson,,,,",ak20280338,",1.4,ml,,ak,,"41km NNW of North Nenana, Alaska",0.71,30,",ak,",automatic,1539440518313,"M 1.4 - 41km NNW of North Nenana, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539444308158,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280338
,,20280339,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280339&format=geojson,,,,",ak20280339,",1.4,ml,,ak,,"28km N of North Nenana, Alaska",0.47,30,",ak,",automatic,1539440502602,"M 1.4 - 28km N of North Nenana, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539444308430,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280339
,,00660901,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660901&format=geojson,0.254,,217.52,",nn00660901,",0.0,ml,,nn,7.0,"57km SSW of Beatty, Nevada",0.1301,0,",nn,",reviewed,1539439366287,"M 0.0 - 57km SSW of Beatty, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539482718719,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660901
,,20280334,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280334&format=geojson,,,,",ak20280334,",1.8,ml,,ak,,"11km WNW of Sutton-Alpine, Alaska",1.01,50,",ak,",automatic,1539439062925,"M 1.8 - 11km WNW of Sutton-Alpine, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539444198778,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280334
,,20280328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280328&format=geojson,,,,",ak20280328,",2.0,ml,,ak,,"50km E of Cantwell, Alaska",0.5,62,",ak,",automatic,1539438722986,"M 2.0 - 50km E of Cantwell, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539444089086,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280328
,4.5,73096771,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73096771&format=geojson,0.009227,11.0,50.0,",nc73096771,us1000hbp6,",3.22,ml,,nc,60.0,"6km NNW of Pinnacles, CA",0.07,164,",nc,us,",automatic,1539438366550,"M 3.2 - 6km NNW of Pinnacles, CA",0,earthquake,",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539455566040,https://earthquake.usgs.gov/earthquakes/eventpage/nc73096771
,,1000hbp3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000hbp3&format=geojson,1.379,,144.0,",us1000hbp3,",4.7,mb,,us,,"32km SE of Muisne, Ecuador",1.11,340,",us,",reviewed,1539437762090,"M 4.7 - 32km SE of Muisne, Ecuador",0,earthquake,",geoserve,origin,phase-data,",-300.0,1539438710040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000hbp3
,,1000hbp4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000hbp4&format=geojson,6.603,,132.0,",us1000hbp4,",4.6,mb,,us,,"150km E of Luganville, Vanuatu",1.2,326,",us,",reviewed,1539437595250,"M 4.6 - 150km E of Luganville, Vanuatu",0,earthquake,",geoserve,origin,phase-data,",660.0,1539440969040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000hbp4
,,37388818,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37388818&format=geojson,0.05191,,54.0,",ci37388818,",0.75,ml,,ci,26.0,"6km S of Palomar Observatory, CA",0.16,9,",ci,",automatic,1539437502970,"M 0.8 - 6km S of Palomar Observatory, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539437721640,https://earthquake.usgs.gov/earthquakes/eventpage/ci37388818
,,20280325,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280325&format=geojson,,,,",ak20280325,",1.9,ml,,ak,,"10km SSE of Redoubt Volcano, Alaska",0.76,56,",ak,",automatic,1539437373237,"M 1.9 - 10km SSE of Redoubt Volcano, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539443869457,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280325
,,73096766,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73096766&format=geojson,0.01506,,49.0,",nc73096766,",1.57,md,,nc,21.0,"3km NNE of The Geysers, CA",0.04,38,",nc,",automatic,1539436429230,"M 1.6 - 3km NNE of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539465377799,https://earthquake.usgs.gov/earthquakes/eventpage/nc73096766
,,00660828,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660828&format=geojson,0.03,,88.54,",nn00660828,",0.9,ml,,nn,21.0,"60km E of Big Pine, California",0.1842,12,",nn,",reviewed,1539436205237,"M 0.9 - 60km E of Big Pine, California",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539482676266,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660828
,,20280318,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280318&format=geojson,,,,",ak20280318,",1.3,ml,,ak,,"45km WSW of Big Lake, Alaska",0.39,26,",ak,",automatic,1539436163990,"M 1.3 - 45km WSW of Big Lake, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539443661357,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280318
,,20280314,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280314&format=geojson,,,,",ak20280314,",1.8,ml,,ak,,"66km SW of Cantwell, Alaska",0.71,50,",ak,",automatic,1539435949390,"M 1.8 - 66km SW of Cantwell, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539443661049,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280314
,,20280313,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280313&format=geojson,,,,",ak20280313,",1.6,ml,,ak,,"112km NNW of Arctic Village, Alaska",0.92,39,",ak,",automatic,1539435921824,"M 1.6 - 112km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539443660763,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280313
,,20280310,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280310&format=geojson,,,,",ak20280310,",1.2,ml,,ak,,"25km NW of Ester, Alaska",0.76,22,",ak,",automatic,1539435449480,"M 1.2 - 25km NW of Ester, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539443551010,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280310
,,73096756,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73096756&format=geojson,0.01355,,185.0,",nc73096756,",0.59,md,,nc,7.0,"8km ESE of Mammoth Lakes, CA",0.03,5,",nc,",automatic,1539435391320,"M 0.6 - 8km ESE of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539439802162,https://earthquake.usgs.gov/earthquakes/eventpage/nc73096756
,,37388730,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37388730&format=geojson,0.02987,,39.0,",ci37388730,",1.33,ml,,ci,55.0,"8km ENE of Aguanga, CA",0.17,27,",ci,",automatic,1539435293090,"M 1.3 - 8km ENE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,",-480.0,1539435940470,https://earthquake.usgs.gov/earthquakes/eventpage/ci37388730
,,37388722,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37388722&format=geojson,0.03667,,183.0,",ci37388722,",0.03,ml,,ci,10.0,"5km WSW of Anza, CA",0.08,0,",ci,",automatic,1539434854250,"M 0.0 - 5km WSW of Anza, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539435060684,https://earthquake.usgs.gov/earthquakes/eventpage/ci37388722
,,37388706,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37388706&format=geojson,0.1908,,148.0,",ci37388706,",1.64,ml,,ci,13.0,"10km S of Progreso, B.C., MX",0.26,41,",ci,",automatic,1539434531500,"M 1.6 - 10km S of Progreso, B.C., MX",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539434742639,https://earthquake.usgs.gov/earthquakes/eventpage/ci37388706
,,37388690,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37388690&format=geojson,0.1012,,165.0,",ci37388690,",0.57,ml,,ci,19.0,"12km N of Borrego Springs, CA",0.18,5,",ci,",automatic,1539434338510,"M 0.6 - 12km N of Borrego Springs, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539434559906,https://earthquake.usgs.gov/earthquakes/eventpage/ci37388690
,,80314124,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80314124&format=geojson,0.113,,108.0,",mb80314124,",1.44,ml,,mb,10.0,"14km ESE of Lincoln, Montana",0.1,32,",mb,",reviewed,1539434260530,"M 1.4 - 14km ESE of Lincoln, Montana",0,earthquake,",geoserve,origin,phase-data,",-420.0,1539444476860,https://earthquake.usgs.gov/earthquakes/eventpage/mb80314124
,3.0,73096741,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73096741&format=geojson,0.0285,7.0,49.0,",nc73096741,",2.81,md,,nc,54.0,"5km WNW of San Juan Bautista, CA",0.11,124,",nc,",automatic,1539434155600,"M 2.8 - 5km WNW of San Juan Bautista, CA",0,earthquake,",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539483300983,https://earthquake.usgs.gov/earthquakes/eventpage/nc73096741
,,37388674,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37388674&format=geojson,0.06802,,70.0,",ci37388674,",0.29,ml,,ci,12.0,"11km NE of Aguanga, CA",0.09,1,",ci,",automatic,1539433618700,"M 0.3 - 11km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539433833716,https://earthquake.usgs.gov/earthquakes/eventpage/ci37388674
,,20280307,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280307&format=geojson,,,,",ak20280307,",2.2,ml,,ak,,"112km NE of Kodiak, Alaska",1.27,74,",ak,",automatic,1539433351265,"M 2.2 - 112km NE of Kodiak, Alaska",0,earthquake,",geoserve,origin,",-600.0,1539443441421,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280307
,,20280305,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280305&format=geojson,,,,",ak20280305,",1.1,ml,,ak,,"35km S of Ester, Alaska",0.81,19,",ak,",automatic,1539432831700,"M 1.1 - 35km S of Ester, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539443331895,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280305
,,20280293,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280293&format=geojson,,,,",ak20280293,",1.9,ml,,ak,,"93km WNW of Arctic Village, Alaska",0.58,56,",ak,",automatic,1539431731581,"M 1.9 - 93km WNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539443156018,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280293
,,00660899,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660899&format=geojson,0.197,,80.04,",nn00660899,",0.9,ml,,nn,8.0,"20km WSW of Smith Valley, Nevada",0.2038,12,",nn,",reviewed,1539430916036,"M 0.9 - 20km WSW of Smith Valley, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539482717278,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660899
,,00660879,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660879&format=geojson,0.118,,149.55,",nn00660879,",0.1,ml,,nn,7.0,"13km S of Verdi, Nevada",0.112,0,",nn,",reviewed,1539430605947,"M 0.1 - 13km S of Verdi, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539482692887,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660879
,,20280265,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20280265&format=geojson,,,,",ak20280265,",2.3,ml,,ak,,"93km SW of Kaktovik, Alaska",1.48,81,",ak,",automatic,1539430033878,"M 2.3 - 93km SW of Kaktovik, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539441428965,https://earthquake.usgs.gov/earthquakes/eventpage/ak20280265
,,73096731,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73096731&format=geojson,0.007222,,49.0,",nc73096731,",2.84,md,,nc,46.0,"6km NNW of Pinnacles, CA",0.07,124,",nc,",automatic,1539429835910,"M 2.8 - 6km NNW of Pinnacles, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539458782522,https://earthquake.usgs.gov/earthquakes/eventpage/nc73096731
,,70649442,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70649442&format=geojson,0.01218,,112.0,",hv70649442,",2.16,md,,hv,27.0,"26km WNW of Volcano, Hawaii",0.36,72,",hv,",automatic,1539429776760,"M 2.2 - 26km WNW of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539429957540,https://earthquake.usgs.gov/earthquakes/eventpage/hv70649442
,,70649437,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70649437&format=geojson,0.00563,,58.0,",hv70649437,",2.01,md,,hv,17.0,"5km WSW of Volcano, Hawaii",0.18,62,",hv,",automatic,1539429745980,"M 2.0 - 5km WSW of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539429922200,https://earthquake.usgs.gov/earthquakes/eventpage/hv70649437
green,,1000hbkz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000hbkz&format=geojson,2.623,,25.0,",pt18286001,at00pgjb1a,us1000hbkz,",6.7,mww,3.04,us,,"262km NW of Ozernovskiy, Russia",0.98,691,",pt,at,us,",reviewed,1539429023560,"M 6.7 - 262km NW of Ozernovskiy, Russia",1,earthquake,",geoserve,ground-failure,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",600.0,1539455437040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000hbkz
