mag,magType,time,place,tsunami,parsed_place
3.2,ml,1539339232128,"252km SE of Kodiak, Alaska",0,Alaska
2.5,ml,1539339172612,"59km WSW of Anchor Point, Alaska",0,Alaska
0.33,ml,1539339153060,"9km NE of Aguanga, CA",0,California
1.7,ml,1539338594713,"107km NW of Talkeetna, Alaska",0,Alaska
1.36,ml,1539338545290,"6km SW of Valle Vista, CA",0,California
2.29,md,1539338082050,"25km NW of Rincon, Puerto Rico",0,Puerto Rico
0.1,ml,1539337815552,"16km ENE of Spanish Springs, Nevada",0,Nevada
0.53,md,1539337381630,"8km ESE of Mammoth Lakes, CA",0,California
0.98,md,1539337352800,"8km WNW of Cobb, CA",0,California
5.1,mb,1539337221080,Pacific-Antarctic Ridge,0,Pacific-Antarctic Ridge
0.57,ml,1539336829150,"6km S of Palomar Observatory, CA",0,California
0.4,ml,1539336755394,"3km WSW of Tahoe Vista, California",0,California
0.4,ml,1539336640013,"16km ENE of Spanish Springs, Nevada",0,Nevada
0.87,md,1539336264280,"13km WNW of Toms Place, CA",0,California
1.0,ml,1539336231141,"54km ENE of Sutton-Alpine, Alaska",0,Alaska
0.69,md,1539336081070,"13km WNW of Toms Place, CA",0,California
0.81,ml,1539335790450,"12km ENE of Ocotillo Wells, CA",0,California
1.9,ml,1539335670867,"160km SSE of Kotzebue, Alaska",0,Alaska
0.9,ml,1539335629910,"13km ESE of Lincoln, Montana",0,Montana
0.88,ml,1539335300960,"16km N of Inyokern, CA",0,California
2.56,md,1539335191050,"33km NW of San Antonio, Puerto Rico",0,Puerto Rico
1.88,md,1539335043620,"23km NW of Parkfield, CA",0,California
1.8,ml,1539334888587,"28km W of Cohoe, Alaska",0,Alaska
1.8,ml,1539334761895,"65km SE of Cantwell, Alaska",0,Alaska
1.0,ml,1539334381673,"33km W of Ester, Alaska",0,Alaska
1.7,ml,1539334274993,"82km E of Bear Creek, Alaska",0,Alaska
0.8,ml,1539334145002,"63km E of Lazy Mountain, Alaska",0,Alaska
1.7,ml,1539333816220,"130km NW of Arctic Village, Alaska",0,Alaska
1.6,ml,1539333645638,"84km E of Bear Creek, Alaska",0,Alaska
1.4,ml,1539333559629,"87km E of Bear Creek, Alaska",0,Alaska
0.38,ml,1539333367420,"12km NE of Little Lake, CA",0,California
1.3,ml,1539333309279,"114km NNW of Talkeetna, Alaska",0,Alaska
0.88,md,1539333253960,"4km SE of Mammoth Lakes, CA",0,California
0.99,ml,1539333034650,"13km N of Borrego Springs, CA",0,California
0.06,md,1539331559270,"14km NNE of Mineral, CA",0,California
0.79,ml,1539331538900,"5km NE of Anza, CA",0,California
1.0,ml,1539331499379,"61km S of Cantwell, Alaska",0,Alaska
0.76,ml,1539331457000,"2km NNW of Cabazon, CA",0,California
1.3,ml,1539331256465,"51km NE of Yakutat, Alaska",0,Alaska
4.7,mb,1539331098920,"38km SSW of Nggongi Satu, Indonesia",0,Indonesia
0.42,ml,1539330744240,"8km NE of Aguanga, CA",0,California
1.35,md,1539330734710,"16km ESE of Pinnacles, CA",0,California
0.32,md,1539330712880,"10km ENE of Mammoth Lakes, CA",0,California
1.8,ml,1539330504514,"72km SW of Kaktovik, Alaska",0,Alaska
2.6,ml,1539329849291,"83km WNW of Arctic Village, Alaska",0,Alaska
0.45,ml,1539329152590,"29km NNW of Packwood, Washington",0,Washington
1.32,ml,1539328691140,"9km W of Progreso, B.C., MX",0,Mexico
1.3,md,1539328448940,"16km E of Seven Trees, CA",0,California
1.6,ml,1539328253936,"86km NW of Arctic Village, Alaska",0,Alaska
2.03,md,1539328084820,"3km WNW of Mayaguez, Puerto Rico",0,Puerto Rico
1.22,md,1539327071230,"1km NNW of Ridgely, Tennessee",0,Tennessee
1.6,ml,1539326914030,"69km ESE of Cantwell, Alaska",0,Alaska
1.21,ml,1539326622530,"15km ESE of North Logan, Utah",0,Utah
0.0,md,1539325977430,"4km WNW of Mammoth Lakes, CA",0,California
1.26,md,1539325789710,"6km W of Cobb, CA",0,California
1.79,md,1539325673860,"3km ENE of Ridgely, Tennessee",0,Tennessee
2.84,md,1539325645170,"46km ESE of Boca de Yuma, Dominican Republic",0,Dominican Republic
2.3,mb_lg,1539325475280,"22km WSW of Medford, Oklahoma",0,Oklahoma
0.16,ml,1539325445640,"7km NNE of Little Lake, CA",0,California
1.9,ml,1539325247213,"67km NNE of Redoubt Volcano, Alaska",0,Alaska
3.0,md,1539325040990,"71km NNE of Punta Cana, Dominican Republic",0,Dominican Republic
-0.42,ml,1539324945890,"21km W of Dutch Harbor, Alaska",0,Alaska
0.21,ml,1539324233640,"8km NE of Aguanga, CA",0,California
-0.12,ml,1539324054450,"21km W of Dutch Harbor, Alaska",0,Alaska
0.11,md,1539323831900,"6km W of Mammoth Lakes, CA",0,California
2.88,md,1539323477010,"74km NE of Road Town, British Virgin Islands",0,British Virgin Islands
4.5,mb,1539323205720,"288km NNE of Ndoi Island, Fiji",0,Fiji
1.5,ml,1539323049678,"29km ESE of Y, Alaska",0,Alaska
2.2,ml,1539322851526,"42km S of Kaktovik, Alaska",0,Alaska
2.83,md,1539322704550,"54km NNE of Isabela, Puerto Rico",0,Puerto Rico
1.08,ml,1539322472300,"10km S of Tehachapi, CA",0,California
1.1,ml,1539322424868,"152km WNW of Haines Junction, Canada",0,Canada
3.0,ml,1539322097923,"49km NNE of Yakutat, Alaska",0,Alaska
0.46,ml,1539321910100,"43km WSW of Tanaga Volcano, Alaska",0,Alaska
0.52,md,1539321609140,"4km NNW of Pinnacles, CA",0,California
1.47,md,1539320954760,"11km SSE of Portola Valley, CA",0,California
1.73,ml,1539320772110,"16km NE of Little Lake, CA",0,California
1.43,ml,1539320726140,"16km NE of Little Lake, CA",0,California
1.74,ml,1539320594280,"5km SW of Volcano, Hawaii",0,Hawaii
1.9,ml,1539320561178,"57km S of Kaktovik, Alaska",0,Alaska
2.43,ml,1539320214020,"6km E of Pahala, Hawaii",0,Hawaii
4.5,mb,1539320211390,"4km NNW of Aratoca, Colombia",0,Colombia
1.43,ml,1539320151590,"18km NW of Grapevine, CA",0,California
1.38,md,1539319489670,"3km E of Ridgely, Tennessee",0,Tennessee
0.0,md,1539319473630,"5km W of Mammoth Lakes, CA",0,California
0.54,md,1539319443070,"5km NW of The Geysers, CA",0,California
0.02,md,1539319420950,"7km W of Mammoth Lakes, CA",0,California
0.18,ml,1539319100600,"9km NE of Aguanga, CA",0,California
0.91,ml,1539318674610,"6km WNW of Coso Junction, CA",0,California
0.5,ml,1539318657110,"9km NE of Aguanga, CA",0,California
1.6,ml,1539318417400,"67km ENE of Fallon, Nevada",0,Nevada
1.35,ml,1539318301740,"2km NW of Manhattan, Montana",0,Montana
0.55,ml,1539318180430,"9km NE of Aguanga, CA",0,California
0.44,ml,1539318179270,"9km NE of Aguanga, CA",0,California
5.2,mww,1539317747370,"7km ESE of Asahi, Japan",0,Japan
2.37,md,1539317738570,"60km N of Hatillo, Puerto Rico",0,Puerto Rico
1.11,ml,1539317427650,"13km NW of Ludlow, CA",0,California
1.0,ml,1539317282797,"25km SSE of Yerington, Nevada",0,Nevada
4.5,mb,1539316696390,"65km WNW of San Antonio de los Cobres, Argentina",0,Argentina
0.77,ml,1539316515290,"8km S of Idyllwild, CA",0,California
1.71,ml,1539316127250,"15km S of Estacada, Oregon",0,Oregon
1.56,md,1539316077600,"17km ENE of Lee Vining, CA",0,California
0.6,md,1539315734420,"10km ESE of Mammoth Lakes, CA",0,California
0.36,md,1539315429270,"10km E of Mammoth Lakes, CA",0,California
0.25,ml,1539315284200,"10km NE of Aguanga, CA",0,California
0.5,md,1539314959970,"1km SE of The Geysers, CA",0,California
0.63,ml,1539314943280,"3km WNW of Manhattan, Montana",0,Montana
0.64,ml,1539314893800,"18km ESE of Anza, CA",0,California
1.9,ml,1539314807963,"54km NNE of Yakutat, Alaska",0,Alaska
1.4,ml,1539314757064,"43km SW of Anchorage, Alaska",0,Alaska
0.83,ml,1539314749890,"10km NE of Aguanga, CA",0,California
1.7,ml,1539314691725,"142km ESE of McGrath, Alaska",0,Alaska
2.0,ml,1539314572867,"51km NNE of Yakutat, Alaska",0,Alaska
-0.19,md,1539314254540,"10km E of Mammoth Lakes, CA",0,California
2.3,ml,1539314195560,"108km NNW of Arctic Village, Alaska",0,Alaska
0.85,ml,1539314028010,"9km SSW of Idyllwild, CA",0,California
1.5,ml,1539313895570,"22km SSE of Buckley, Washington",0,Washington
0.54,ml,1539313146370,"9km W of Akutan, Alaska",0,Alaska
0.8,ml,1539312862040,"18km ESE of Anza, CA",0,California
5.6,mww,1539312723620,"128km SE of Kimbe, Papua New Guinea",1,Papua New Guinea
1.32,ml,1539312721100,"8km NE of Aguanga, CA",0,California
1.11,ml,1539312173030,"1km ENE of Colton, CA",0,California
1.6,ml,1539311628163,"84km ENE of Sutton-Alpine, Alaska",0,Alaska
2.28,md,1539311579450,"9km NNE of Carrizales, Puerto Rico",0,Puerto Rico
1.7,ml,1539310492624,"71km SW of Cantwell, Alaska",0,Alaska
1.31,ml,1539309826810,"103km ESE of King Salmon, Alaska",0,Alaska
1.1,ml,1539309649682,"90km WSW of Cantwell, Alaska",0,Alaska
4.4,mwr,1539309532070,"44km WSW of Santa Cruz, Chile",0,Chile
1.8,ml,1539308570929,"100km N of Arctic Village, Alaska",0,Alaska
1.59,ml,1539308558130,"12km SSE of Corona, CA",0,California
1.88,ml,1539308516140,"6km WNW of Volcano, Hawaii",0,Hawaii
0.56,md,1539308486230,"27km E of Honaunau-Napoopoo, Hawaii",0,Hawaii
2.7,ml,1539308190504,"99km NNW of Arctic Village, Alaska",0,Alaska
0.1,ml,1539308144830,"47km SE of Goldfield, Nevada",0,Nevada
1.0,ml,1539307760870,"30km SE of Alamo, Nevada",0,Nevada
0.24,ml,1539307721270,"10km NE of Aguanga, CA",0,California
1.7,ml,1539307379560,"93km NNW of Arctic Village, Alaska",0,Alaska
0.1,ml,1539307272070,"101km ESE of King Salmon, Alaska",0,Alaska
0.27,ml,1539307236770,"10km NE of Aguanga, CA",0,California
1.79,ml,1539307181330,"4km WSW of Volcano, Hawaii",0,Hawaii
1.9,ml,1539306450977,"110km N of Larsen Bay, Alaska",0,Alaska
0.19,ml,1539306076540,"10km NE of Aguanga, CA",0,California
0.9,md,1539305452210,"6km ENE of Alum Rock, CA",0,California
1.1,ml,1539305309765,"36km NE of Fernley, Nevada",0,Nevada
1.57,ml,1539305153700,"20km E of Morton, Washington",0,Washington
2.0,ml,1539305033160,"102km ESE of King Salmon, Alaska",0,Alaska
0.41,ml,1539304937230,"15km NE of Little Lake, CA",0,California
0.26,md,1539304883410,"5km WNW of Cobb, CA",0,California
4.4,mb,1539304652160,"40km W of Pylos, Greece",0,Greece
0.4,ml,1539304449272,"87km WSW of Healy, Alaska",0,Alaska
-0.5,ml,1539304267935,"70km W of Alamo, Nevada",0,Nevada
2.9,ml,1539304067600,"66km S of Kaktovik, Alaska",0,Alaska
0.84,ml,1539303769340,"1km WNW of Lake Henshaw, CA",0,California
1.46,md,1539303580580,"2km W of Coto Laurel, Puerto Rico",0,Puerto Rico
4.5,mwr,1539303265990,"14km E of Tomakomai, Japan",0,Japan
1.6,ml,1539302612151,"43km WNW of Willow, Alaska",0,Alaska
1.3,ml,1539301366479,"8km ESE of Willow, Alaska",0,Alaska
1.24,md,1539301044800,"10km ENE of Milpitas, CA",0,California
0.49,ml,1539300975190,"8km NE of Aguanga, CA",0,California
0.19,ml,1539300388650,"9km NE of Aguanga, CA",0,California
0.92,ml,1539300328790,"8km NE of Aguanga, CA",0,California
0.59,md,1539300027680,"4km E of Mammoth Lakes, CA",0,California
1.01,ml,1539300017380,"10km ESE of Tehachapi, CA",0,California
1.04,ml,1539298920350,"3km N of Colton, CA",0,California
2.0,md,1539298859970,"3km SW of Anderson Springs, CA",0,California
0.49,md,1539298630060,"10km W of The Geysers, CA",0,California
1.3,ml,1539297376076,"41km ENE of Healy, Alaska",0,Alaska
1.15,ml,1539297192630,"13km E of Lincoln, Montana",0,Montana
1.6,ml,1539296795325,"22km NNE of Anchor Point, Alaska",0,Alaska
0.7,ml,1539296725000,"24km E of Y, Alaska",0,Alaska
1.24,ml,1539296505850,"24km NNW of Tehachapi, CA",0,California
2.2,ml,1539296266188,"100km NNW of Arctic Village, Alaska",0,Alaska
1.6,ml,1539296213088,"28km SW of Hawthorne, Nevada",0,Nevada
1.5,ml,1539296050591,"73km NNE of Tonopah, Nevada",0,Nevada
1.1,ml,1539295799238,"103km W of Cantwell, Alaska",0,Alaska
1.35,md,1539295503630,"4km S of Lilbourn, Missouri",0,Missouri
1.4,md,1539295260780,"26km E of Honaunau-Napoopoo, Hawaii",0,Hawaii
2.2,ml,1539295135230,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.87,ml,1539295077110,"18km ESE of Anza, CA",0,California
0.34,ml,1539295077020,"7km NE of Aguanga, CA",0,California
1.1,ml,1539294725336,"101km NW of Talkeetna, Alaska",0,Alaska
1.8,md,1539294636290,"18km SSE of East Carbon City, Utah",0,Utah
1.94,ml,1539294509300,"3km SE of Umatilla, Oregon",0,Oregon
-0.08,ml,1539294388120,"48km ENE of Adak, Alaska",0,Alaska
0.9,ml,1539294373382,"102km W of Cantwell, Alaska",0,Alaska
1.71,ml,1539294344430,"4km WSW of Volcano, Hawaii",0,Hawaii
1.67,ml,1539294344290,"4km WSW of Volcano, Hawaii",0,Hawaii
1.29,ml,1539293968740,"8km N of Banning, CA",0,California
0.66,md,1539291672940,"15km W of Toms Place, CA",0,California
1.02,ml,1539291027110,"8km NE of Aguanga, CA",0,California
1.0,ml,1539290975297,"17km NNW of North Nenana, Alaska",0,Alaska
1.7,ml,1539290075503,"24km NNE of Sterling, Alaska",0,Alaska
2.28,md,1539288891850,"3km NNE of Espino, Puerto Rico",0,Puerto Rico
2.22,md,1539288559040,"2km ENE of Pinnacles, CA",0,California
-0.14,ml,1539288280320,"93km SE of King Salmon, Alaska",0,Alaska
0.97,md,1539288027950,"4km SSE of The Geysers, CA",0,California
1.2,ml,1539287602747,"60km NE of Healy, Alaska",0,Alaska
2.6,ml,1539287386683,"111km NNW of Arctic Village, Alaska",0,Alaska
0.11,ml,1539287194350,"8km NE of Aguanga, CA",0,California
0.64,ml,1539287159130,"10km NE of Aguanga, CA",0,California
1.71,ml,1539286962270,"16km NNE of Apple Valley, CA",0,California
1.8,ml,1539286352287,"11km S of Talkeetna, Alaska",0,Alaska
1.37,md,1539286134040,"2km ESE of The Geysers, CA",0,California
1.2,ml,1539285782104,"22km SSW of Healy, Alaska",0,Alaska
0.92,md,1539285259940,"9km NW of The Geysers, CA",0,California
2.02,ml,1539284827940,"20km SSE of Progreso, B.C., MX",0,Mexico
-0.35,ml,1539284671270,"43km ENE of Adak, Alaska",0,Alaska
1.15,md,1539283842630,"6km ESE of Santa Venetia, CA",0,California
1.4,ml,1539283130320,"12km N of Cabazon, CA",0,California
1.71,ml,1539282940160,"4km SSW of Volcano, Hawaii",0,Hawaii
1.71,ml,1539282939340,"5km SW of Volcano, Hawaii",0,Hawaii
1.8,ml,1539282934309,"70km E of Cape Yakataga, Alaska",0,Alaska
1.4,ml,1539282920070,"70km W of Healy, Alaska",0,Alaska
4.5,mb,1539282423090,"57km NE of Muminobod, Tajikistan",0,Tajikistan
0.53,ml,1539281758620,"8km ENE of Aguanga, CA",0,California
0.62,md,1539281457790,"14km W of Toms Place, CA",0,California
1.33,md,1539281363010,"6km SSE of Ridgely, Tennessee",0,Tennessee
1.8,ml,1539281337521,"97km WNW of Arctic Village, Alaska",0,Alaska
0.59,md,1539281225410,"16km NE of West Yellowstone, Montana",0,Montana
1.8,md,1539281156280,"3km SW of Volcano, Hawaii",0,Hawaii
1.76,ml,1539279624350,"7km WSW of Townsend, Montana",0,Montana
1.1,ml,1539279562147,"13km NE of Ruby, Alaska",0,Alaska
2.19,ml,1539279208620,"4km WSW of Volcano, Hawaii",0,Hawaii
1.18,md,1539279159540,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
2.1,ml,1539279121727,"75km NW of Yakutat, Alaska",0,Alaska
0.85,ml,1539279041850,"17km NE of West Yellowstone, Montana",0,Montana
1.4,md,1539278671160,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.0,md,1539278628440,"11km NW of Pinnacles, CA",0,California
1.0,ml,1539277933723,"66km S of Cantwell, Alaska",0,Alaska
1.5,md,1539277451350,"2km W of Anderson Springs, CA",0,California
1.49,md,1539275963260,"6km W of Cobb, CA",0,California
2.6,ml,1539274856485,"38km W of Anchorage, Alaska",0,Alaska
2.2,ml,1539274374508,"62km E of Sutton-Alpine, Alaska",0,Alaska
4.9,mb,1539274243970,"146km ESE of Petropavlovsk-Kamchatskiy, Russia",0,Russia
2.14,md,1539274043690,"19km S of Tallaboa, Puerto Rico",0,Puerto Rico
2.6,ml,1539273914278,"109km NNW of Arctic Village, Alaska",0,Alaska
0.2,ml,1539273790332,"51km NNE of Beatty, Nevada",0,Nevada
1.3,ml,1539272873250,"33km NW of Willow, Alaska",0,Alaska
-1.09,ml,1539272427670,"42km ENE of Adak, Alaska",0,Alaska
1.83,ml,1539272031180,"46km SW of Nikolski, Alaska",0,Alaska
2.5,ml,1539270946163,"112km NNW of Arctic Village, Alaska",0,Alaska
5.1,mb,1539270492120,"162km S of Severo-Kuril'sk, Russia",0,Russia
0.5,ml,1539269762370,"13km W of Akutan, Alaska",0,Alaska
1.5,ml,1539269618924,"7km NNW of Houston, Alaska",0,Alaska
2.6,ml,1539268395791,"57km SSW of Kaktovik, Alaska",0,Alaska
0.91,ml,1539268243340,"95km SE of King Salmon, Alaska",0,Alaska
-0.71,ml,1539267690860,"42km ENE of Adak, Alaska",0,Alaska
-0.92,ml,1539267638990,"42km ENE of Adak, Alaska",0,Alaska
0.55,md,1539267488460,"2km SW of Cobb, CA",0,California
1.05,md,1539266914100,"3km E of Ridgely, Tennessee",0,Tennessee
3.0,ml,1539266910792,"69km SSW of Kaktovik, Alaska",0,Alaska
0.87,ml,1539266287150,"10km SW of Morongo Valley, CA",0,California
1.21,md,1539265764840,"25km E of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.9,ml,1539265414227,"24km WSW of Cape Yakataga, Alaska",0,Alaska
1.9,ml,1539265061339,"115km NW of Arctic Village, Alaska",0,Alaska
1.04,ml,1539264390010,"2km WNW of Manhattan, Montana",0,Montana
0.05,ml,1539264076780,"100km NW of Larsen Bay, Alaska",0,Alaska
2.6,ml,1539263925230,"63km NNW of Talkeetna, Alaska",0,Alaska
0.3,ml,1539263718960,"43km E of Beatty, Nevada",0,Nevada
0.33,ml,1539263296770,"10km NNW of Anza, CA",0,California
-0.1,ml,1539263116201,"43km SW of Beatty, Nevada",0,Nevada
1.02,md,1539262792460,"6km NW of The Geysers, CA",0,California
1.4,ml,1539262414928,"50km N of Sutton-Alpine, Alaska",0,Alaska
-0.4,ml,1539261943829,"43km E of Beatty, Nevada",0,Nevada
2.43,md,1539261584550,"12km NW of Tiptonville, Tennessee",0,Tennessee
1.54,ml,1539261249420,"1km WNW of Manhattan, Montana",0,Montana
1.6,ml,1539260898363,"22km ENE of Healy, Alaska",0,Alaska
4.7,mb,1539260830680,Northern Mid-Atlantic Ridge,0,Northern Mid-Atlantic Ridge
-0.1,ml,1539260709300,"7km E of Cold Springs, Nevada",0,Nevada
2.16,ml,1539260690050,"19km WNW of Caldwell, Kansas",0,Kansas
2.4,ml,1539260409085,"66km SE of Whittier, Alaska",0,Alaska
4.7,mb,1539260286740,Off the west coast of northern Sumatra,0,Sumatra
0.31,ml,1539260226490,"103km ESE of King Salmon, Alaska",0,Alaska
1.94,ml,1539260132650,"2km WNW of Volcano, Hawaii",0,Hawaii
2.2,ml,1539260068472,"66km NNE of Yakutat, Alaska",0,Alaska
1.3,ml,1539260038366,"74km WSW of Tok, Alaska",0,Alaska
0.75,md,1539259381630,"13km W of Toms Place, CA",0,California
1.1,ml,1539259169150,"55km NE of Badger, Alaska",0,Alaska
4.4,mb,1539258833830,"51km WSW of Kasiguncu, Indonesia",0,Indonesia
1.6,ml,1539258451588,"54km NNE of North Pole, Alaska",0,Alaska
1.6,ml,1539258406579,"17km SSW of Big Lake, Alaska",0,Alaska
1.5,ml,1539258307505,"55km NE of Badger, Alaska",0,Alaska
1.07,ml,1539258164820,"2km NW of Manhattan, Montana",0,Montana
0.4,ml,1539257724841,"11km NW of Kingsbury, Nevada",0,Nevada
0.35,ml,1539257706600,"6km NW of Anza, CA",0,California
0.78,ml,1539257278640,"9km E of Moreno Valley, CA",0,California
1.3,ml,1539256719527,"50km ENE of Big Pine, California",0,California
4.8,mb,1539256218740,"133km ESE of Kimbe, Papua New Guinea",0,Papua New Guinea
0.91,ml,1539255419620,"2km N of Placentia, CA",0,California
1.37,ml,1539255326650,"2km NNE of Placentia, CA",0,California
1.11,ml,1539255141200,"22km N of Ridgecrest, CA",0,California
0.0,ml,1539254652231,"3km WSW of Tahoe Vista, California",0,California
-0.2,ml,1539254138733,"49km E of Beatty, Nevada",0,Nevada
1.69,ml,1539254105600,"28km SSW of Nephi, Utah",0,Utah
3.19,md,1539253949770,"111km NNW of San Antonio, Puerto Rico",0,Puerto Rico
2.7,mb_lg,1539253827370,"19km ESE of Anthony, Kansas",0,Kansas
2.55,md,1539253515600,"44km N of Isabela, Puerto Rico",0,Puerto Rico
2.96,md,1539252653720,"102km NE of Punta Cana, Dominican Republic",0,Dominican Republic
1.99,md,1539252485680,"5km ESE of Indios, Puerto Rico",0,Puerto Rico
2.7,ml,1539251781103,"97km SSE of Nikolski, Alaska",0,Alaska
0.93,ml,1539251399860,"9km NNE of Beaumont, CA",0,California
1.4,ml,1539251040967,"43km SSW of Cantwell, Alaska",0,Alaska
0.75,md,1539250394820,"5km W of Cobb, CA",0,California
1.95,ml,1539249874470,"26km ESE of Honaunau-Napoopoo, Hawaii",0,Hawaii
-0.2,ml,1539249629116,"63km N of Pahrump, Nevada",0,Nevada
1.9,ml,1539249542968,"113km NNW of Arctic Village, Alaska",0,Alaska
-0.16,md,1539248185410,"13km ESE of Viola, CA",0,California
-0.1,ml,1539248171744,"64km N of Pahrump, Nevada",0,Nevada
0.51,ml,1539247263150,"2km NNE of Lake Henshaw, CA",0,California
-0.2,ml,1539246224096,"53km E of Beatty, Nevada",0,Nevada
0.52,md,1539245170250,"7km SE of Mammoth Lakes, CA",0,California
1.7,ml,1539245152623,"56km WNW of Valdez, Alaska",0,Alaska
0.34,ml,1539245135320,"9km NE of Aguanga, CA",0,California
1.09,ml,1539245022740,"1km W of Manhattan, Montana",0,Montana
-0.1,ml,1539244245490,"58km E of Beatty, Nevada",0,Nevada
0.64,ml,1539244216670,"22km E of Eatonville, Washington",0,Washington
0.76,ml,1539243944890,"51km W of Tanaga Volcano, Alaska",0,Alaska
0.48,ml,1539243831390,"10km NE of Aguanga, CA",0,California
2.06,ml,1539243458380,"8km W of Newport Beach, CA",0,California
2.08,ml,1539242984400,"11km SSE of Volcano, Hawaii",0,Hawaii
0.9,ml,1539242362020,"3km WSW of Greenville, California",0,California
0.15,ml,1539242342990,"31km WNW of Adak, Alaska",0,Alaska
1.24,ml,1539241511030,"9km N of Cabazon, CA",0,California
2.3,mb_lg,1539241258850,"5km S of Newcastle, Oklahoma",0,Oklahoma
-0.23,ml,1539241122380,"104km NNW of Larsen Bay, Alaska",0,Alaska
1.44,md,1539240792270,"3km NNW of The Geysers, CA",0,California
1.15,ml,1539239852090,"23km N of Ridgecrest, CA",0,California
